0,0.012346,0.012346,0.012346,0
0.012346,0.049383,0.08642,0.061728,0.024691
0.024691,0.098765,0.20988,0.098765,0.024691
0.012346,0.049383,0.098765,0.049383,0.012346
0,0.012346,0.024691,0.012346,0
